#    L    TT             EE             BB             TE          
   134    0.60153E+02    0.34947E+00    0.38574E+00    0.14254E+01
   135    0.61913E+02    0.35990E+00    0.39779E+00    0.14676E+01
   136    0.63711E+02    0.37057E+00    0.41013E+00    0.15106E+01
   137    0.65547E+02    0.38147E+00    0.42276E+00    0.15546E+01
   138    0.67422E+02    0.39260E+00    0.43570E+00    0.15995E+01
   139    0.69337E+02    0.40398E+00    0.44894E+00    0.16453E+01
   140    0.71291E+02    0.41560E+00    0.46249E+00    0.16921E+01
   141    0.73285E+02    0.42747E+00    0.47635E+00    0.17399E+01
   142    0.75321E+02    0.43959E+00    0.49053E+00    0.17886E+01
   143    0.77397E+02    0.45196E+00    0.50504E+00    0.18384E+01
   144    0.79516E+02    0.46459E+00    0.51988E+00    0.18891E+01
   145    0.81677E+02    0.47748E+00    0.53505E+00    0.19409E+01
   146    0.83882E+02    0.49063E+00    0.55057E+00    0.19937E+01
   147    0.86129E+02    0.50405E+00    0.56643E+00    0.20476E+01
   148    0.88421E+02    0.51774E+00    0.58264E+00    0.21025E+01
   149    0.90757E+02    0.53170E+00    0.59920E+00    0.21585E+01
   150    0.93139E+02    0.54594E+00    0.61613E+00    0.22155E+01
   151    0.95565E+02    0.56047E+00    0.63342E+00    0.22737E+01
   152    0.98039E+02    0.57527E+00    0.65109E+00    0.23329E+01
   153    0.10056E+03    0.59037E+00    0.66913E+00    0.23933E+01
   154    0.10313E+03    0.60576E+00    0.68756E+00    0.24548E+01
   155    0.10574E+03    0.62144E+00    0.70639E+00    0.25174E+01
   156    0.10841E+03    0.63742E+00    0.72561E+00    0.25813E+01
   157    0.11112E+03    0.65371E+00    0.74524E+00    0.26462E+01
   158    0.11388E+03    0.67030E+00    0.76528E+00    0.27124E+01
   159    0.11670E+03    0.68721E+00    0.78573E+00    0.27798E+01
   160    0.11956E+03    0.70443E+00    0.80662E+00    0.28484E+01
   161    0.12248E+03    0.72197E+00    0.82794E+00    0.29182E+01
   162    0.12545E+03    0.73983E+00    0.84969E+00    0.29893E+01
   163    0.12847E+03    0.75802E+00    0.87189E+00    0.30616E+01
   164    0.13155E+03    0.77654E+00    0.89455E+00    0.31352E+01
   165    0.13468E+03    0.79539E+00    0.91766E+00    0.32101E+01
   166    0.13786E+03    0.81458E+00    0.94124E+00    0.32863E+01
   167    0.14110E+03    0.83412E+00    0.96529E+00    0.33638E+01
   168    0.14440E+03    0.85400E+00    0.98982E+00    0.34426E+01
   169    0.14775E+03    0.87423E+00    0.10148E+01    0.35228E+01
   170    0.15116E+03    0.89481E+00    0.10403E+01    0.36043E+01
   171    0.15463E+03    0.91575E+00    0.10664E+01    0.36872E+01
   172    0.15816E+03    0.93706E+00    0.10929E+01    0.37714E+01
   173    0.16175E+03    0.95873E+00    0.11199E+01    0.38571E+01
   174    0.16539E+03    0.98076E+00    0.11474E+01    0.39442E+01
   175    0.16910E+03    0.10032E+01    0.11755E+01    0.40327E+01
   176    0.17287E+03    0.10260E+01    0.12041E+01    0.41226E+01
   177    0.17670E+03    0.10491E+01    0.12332E+01    0.42140E+01
   178    0.18059E+03    0.10727E+01    0.12629E+01    0.43068E+01
   179    0.18454E+03    0.10966E+01    0.12932E+01    0.44012E+01
   180    0.18856E+03    0.11210E+01    0.13240E+01    0.44970E+01
   181    0.19264E+03    0.11457E+01    0.13554E+01    0.45944E+01
   182    0.19679E+03    0.11708E+01    0.13873E+01    0.46932E+01
   183    0.20101E+03    0.11964E+01    0.14199E+01    0.47937E+01
   184    0.20529E+03    0.12223E+01    0.14530E+01    0.48956E+01
   185    0.20963E+03    0.12487E+01    0.14867E+01    0.49992E+01
   186    0.21405E+03    0.12755E+01    0.15211E+01    0.51043E+01
   187    0.21853E+03    0.13027E+01    0.15560E+01    0.52111E+01
   188    0.22308E+03    0.13303E+01    0.15916E+01    0.53194E+01
   189    0.22770E+03    0.13584E+01    0.16279E+01    0.54294E+01
   190    0.23240E+03    0.13869E+01    0.16647E+01    0.55410E+01
   191    0.23716E+03    0.14159E+01    0.17023E+01    0.56543E+01
   192    0.24199E+03    0.14452E+01    0.17404E+01    0.57693E+01
   193    0.24690E+03    0.14751E+01    0.17793E+01    0.58859E+01
   194    0.25188E+03    0.15054E+01    0.18188E+01    0.60043E+01
   195    0.25694E+03    0.15361E+01    0.18590E+01    0.61244E+01
   196    0.26206E+03    0.15673E+01    0.18998E+01    0.62462E+01
   197    0.26727E+03    0.15990E+01    0.19414E+01    0.63698E+01
   198    0.27255E+03    0.16312E+01    0.19837E+01    0.64952E+01
   199    0.27790E+03    0.16638E+01    0.20267E+01    0.66223E+01
   200    0.28334E+03    0.16969E+01    0.20704E+01    0.67512E+01
   201    0.28885E+03    0.17305E+01    0.21148E+01    0.68819E+01
   202    0.29443E+03    0.17645E+01    0.21600E+01    0.70145E+01
   203    0.30010E+03    0.17991E+01    0.22059E+01    0.71489E+01
   204    0.30585E+03    0.18342E+01    0.22526E+01    0.72852E+01
   205    0.31168E+03    0.18697E+01    0.23000E+01    0.74233E+01
   206    0.31759E+03    0.19058E+01    0.23483E+01    0.75633E+01
   207    0.32359E+03    0.19424E+01    0.23973E+01    0.77053E+01
   208    0.32966E+03    0.19795E+01    0.24471E+01    0.78491E+01
